12,en,12,round,"said the Queen, pointing to the three gardeners who were lying {word} the rosetree; for, you see, as they were lying on their faces, and the pattern on their backs was the same as the rest of the pack, she could not tell whether they were gardeners, or soldiers, or courtiers, or three of her own children.  ",Alice’s Adventures in Wonderland by Lewis Carroll
13,en,13,crumbs,"Yes, but some {word} must have got in as well,’ the Hatter grumbled: ‘you shouldn’t have put it in with the bread-knife.’  ",Alice’s Adventures in Wonderland by Lewis Carroll
14,en,14,question,"‘And who is Dinah, if I might venture to ask the {word}?’",Alice’s Adventures in Wonderland by Lewis Carroll
15,en,15,height,"After a while she remembered that she still held the pieces of mushroom in her hands, and she set to work very carefully, nibbling first at one and then at the other, and growing sometimes taller and sometimes shorter, until she had succeeded in bringing herself down to her usual {word}.  ",Alice’s Adventures in Wonderland by Lewis Carroll
16,en,16,large,"She had just succeeded in curving it down into a graceful zigzag, and was going to dive in among the leaves, which she found to be nothing but the tops of the trees under which she had been wandering, when a sharp hiss made her draw back in a hurry: a {word} pigeon had flown into her face, and was beating her violently with its wings.  ",Alice’s Adventures in Wonderland by Lewis Carroll
17,en,17,trouble,"‘Oh, don’t talk about {word}!’",Alice’s Adventures in Wonderland by Lewis Carroll
18,en,18,persisted,‘Nothing WHATEVER?’ {word} the King.  ,Alice’s Adventures in Wonderland by Lewis Carroll
19,en,19,jurymen,"‘The trial cannot proceed,’ said the King in a very grave voice, ‘until all the {word} are back in their proper places--ALL,’ he repeated with great emphasis, looking hard at Alice as he said do.  ",Alice’s Adventures in Wonderland by Lewis Carroll
20,en,20,different,‘It all came {word}!’,Alice’s Adventures in Wonderland by Lewis Carroll
21,en,21,getting,"‘They were learning to draw,’ the Dormouse went on, yawning and rubbing its eyes, for it was {word} very sleepy; ‘and they drew all manner of things--everything that begins with an M--’  ‘Why with an M?’",Alice’s Adventures in Wonderland by Lewis Carroll
22,en,22,shouted,"she said to herself, and {word} out, ‘You’d better not do that again!’",Alice’s Adventures in Wonderland by Lewis Carroll
23,en,23,stopped,"When the procession came opposite to Alice, they all {word} and looked at her, and the Queen said severely ‘Who is this?’",Alice’s Adventures in Wonderland by Lewis Carroll
24,en,24,added,"‘You ought to be ashamed of yourself for asking such a simple question,’ {word} the Gryphon; and then they both sat silent and looked at poor Alice, who felt ready to sink into the earth.",Alice’s Adventures in Wonderland by Lewis Carroll
25,en,25,asked,she {word}.  ,Alice’s Adventures in Wonderland by Lewis Carroll
26,en,26,nearer,"It was so large a house, that she did not like to go {word} till she had nibbled some more of the lefthand bit of mushroom, and raised herself to about two feet high: even then she walked up towards it rather timidly, saying to herself ‘",Alice’s Adventures in Wonderland by Lewis Carroll
27,en,27,kissed,"said Alice, and she told her sister, as well as she could remember them, all these strange Adventures of hers that you have just been reading about; and when she had finished, her sister {word} her, and said, ‘It WAS a curious dream, dear, certainly: but now run in to your tea; it’s getting late.’",Alice’s Adventures in Wonderland by Lewis Carroll
28,en,28,shouted,{word} the Queen.  ,Alice’s Adventures in Wonderland by Lewis Carroll
29,en,29,elbow,"‘I couldn’t help it,’ said Five, in a sulky tone; ‘Seven jogged my {word}.’  ",Alice’s Adventures in Wonderland by Lewis Carroll
30,en,30,impertinent,"‘Don’t be {word},’ said the King, ‘and don’t look at me like that!’",Alice’s Adventures in Wonderland by Lewis Carroll
31,en,31,entangled,"Then they both bowed low, and their curls got {word} together.  ",Alice’s Adventures in Wonderland by Lewis Carroll
32,en,32,noticed,"It was opened by another footman in livery, with a round face, and large eyes like a frog; and both footmen, Alice {word}, had powdered hair that curled all over their heads.",Alice’s Adventures in Wonderland by Lewis Carroll
33,en,33,talking,"There was a table set out under a tree in front of the house, and the March Hare and the Hatter were having tea at it: a Dormouse was sitting between them, fast asleep, and the other two were using it as a cushion, resting their elbows on it, and {word} over its head.",Alice’s Adventures in Wonderland by Lewis Carroll
34,en,34,little,"she said to herself, and nibbled a {word} of the right-hand bit to try the effect: the next moment she felt a violent blow underneath her chin: it had struck her foot!  ",Alice’s Adventures in Wonderland by Lewis Carroll
35,en,35,voice,"cried the Mouse, in a shrill, passionate {word}.",Alice’s Adventures in Wonderland by Lewis Carroll
36,en,36,disappointment,"She took down a jar from one of the shelves as she passed; it was labelled ‘ORANGE MARMALADE’, but to her great {word} it was empty: she did not like to drop the jar for fear of killing somebody, so managed to put it into one of the cupboards as she fell past it.  ",Alice’s Adventures in Wonderland by Lewis Carroll
37,en,37,thought,"Alice was rather doubtful whether she ought not to lie down on her face like the three gardeners, but she could not remember ever having heard of such a rule at processions; ‘and besides, what would be the use of a procession,’ {word} she, ‘if people had all to lie down upon their faces, so that they couldn’t see it?’",Alice’s Adventures in Wonderland by Lewis Carroll
38,en,38,burning,"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually TOOK A WATCH OUT OF ITS WAISTCOAT-POCKET, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and {word} with curiosity",Alice’s Adventures in Wonderland by Lewis Carroll
39,en,39,going,"never sure what I’m {word} to be, from one minute to another!",Alice’s Adventures in Wonderland by Lewis Carroll
40,en,40,thought,"‘THAT you won’t’ {word} Alice, and, after waiting till she fancied she heard the Rabbit just under the window, she suddenly spread out her hand, and made a snatch in the air.",Alice’s Adventures in Wonderland by Lewis Carroll
41,en,41,drunk,"It did so indeed, and much sooner than she had expected: before she had {word} half the bottle, she found her head pressing against the ceiling, and had to stoop to save her neck from being broken.",Alice’s Adventures in Wonderland by Lewis Carroll
42,en,42,brown,"A little bright-eyed terrier, you know, with oh, such long curly {word} hair!",Alice’s Adventures in Wonderland by Lewis Carroll
43,en,43,lobsters,"‘The reason is,’ said the Gryphon, ‘that they WOULD go with the {word} to the dance.",Alice’s Adventures in Wonderland by Lewis Carroll
44,en,44,simply,"Alice thought the whole thing very absurd, but they all looked so grave that she did not dare to laugh; and, as she could not think of anything to say, she {word} bowed, and took the thimble, looking as solemn as she could.  ",Alice’s Adventures in Wonderland by Lewis Carroll
45,en,45,fumbled,"Alice watched the White Rabbit as he {word} over the list, feeling very curious to see what the next witness would be like, ‘--for they haven’t got much evidence YET,’ she said to herself.",Alice’s Adventures in Wonderland by Lewis Carroll
46,en,46,cackled,"At this moment the King, who had been for some time busily writing in his note-book, {word} out ‘Silence!’",Alice’s Adventures in Wonderland by Lewis Carroll
47,en,47,trying,‘I can see you’re {word} to invent something!’  ,Alice’s Adventures in Wonderland by Lewis Carroll
48,en,48,continued,"‘--or next day, maybe,’ the Footman {word} in the same tone, exactly as if nothing had happened.  ",Alice’s Adventures in Wonderland by Lewis Carroll
49,en,49,number,"‘I--I’m a little girl,’ said Alice, rather doubtfully, as she remembered the {word} of changes she had gone through that day.  ",Alice’s Adventures in Wonderland by Lewis Carroll
50,en,50,walked,"It was so large a house, that she did not like to go nearer till she had nibbled some more of the lefthand bit of mushroom, and raised herself to about two feet high: even then she {word} up towards it rather timidly, saying to herself ‘",Alice’s Adventures in Wonderland by Lewis Carroll
51,en,51,notice,"The Mouse did not {word} this question, but hurriedly went on, ‘“--found it advisable to go with Edgar Atheling to meet William and offer him the crown.",Alice’s Adventures in Wonderland by Lewis Carroll
52,en,52,anxiously,"Alice glanced rather {word} at the cook, to see if she meant to take the hint; but the cook was busily stirring the soup, and seemed not to be listening, so she went on again: ‘Twenty-four hours, I THINK; or is it twelve?",Alice’s Adventures in Wonderland by Lewis Carroll
53,en,53,garden,"‘Now, I’ll manage better this time,’ she said to herself, and began by taking the little golden key, and unlocking the door that led into the {word}.",Alice’s Adventures in Wonderland by Lewis Carroll
54,en,54,timidly,"The King laid his hand upon her arm, and {word} said ‘Consider, my dear",Alice’s Adventures in Wonderland by Lewis Carroll
55,en,55,thought,"said Alice, in a coaxing tone, and she tried hard to whistle to it; but she was terribly frightened all the time at the {word} that it might be hungry, in which case it would be very likely to eat her up in spite of all her coaxing.  ",Alice’s Adventures in Wonderland by Lewis Carroll
56,en,56,washing,‘And {word}?’ said the Mock Turtle.  ,Alice’s Adventures in Wonderland by Lewis Carroll
57,en,57,double,"Alice thought she had never seen such a curious croquet-ground in her life; it was all ridges and furrows; the balls were live hedgehogs, the mallets live flamingoes, and the soldiers had to {word} themselves up and to stand on their hands and feet, to make the arches.  ",Alice’s Adventures in Wonderland by Lewis Carroll
58,en,58,taste,"The next thing was to eat the comfits: this caused some noise and confusion, as the large birds complained that they could not {word} theirs, and the small ones choked and had to be patted on the back.",Alice’s Adventures in Wonderland by Lewis Carroll
59,en,59,piece,"This {word} of rudeness was more than Alice could bear: she got up in great disgust, and walked off; the Dormouse fell asleep instantly, and neither of the others took the least notice of her going, though she looked back once or twice, half hoping that they would call after her: the last time she saw them, they were trying to put the Dormouse into the teapot.  ",Alice’s Adventures in Wonderland by Lewis Carroll
60,en,60,carry,"This time there could be NO mistake about it: it was neither more nor less than a pig, and she felt that it would be quite absurd for her to {word} it further.  ",Alice’s Adventures in Wonderland by Lewis Carroll
61,en,61,lower,"‘I can’t go no {word},’ said the Hatter: ‘I’m on the floor, as it is.’  ",Alice’s Adventures in Wonderland by Lewis Carroll
62,en,62,moment,"At this {word} Five, who had been anxiously looking across the garden, called out ‘The Queen!",Alice’s Adventures in Wonderland by Lewis Carroll
63,en,63,sitting,"She stretched herself up on tiptoe, and peeped over the edge of the mushroom, and her eyes immediately met those of a large caterpillar, that was {word} on the top with its arms folded, quietly smoking a long hookah, and taking not the smallest notice of her or of anything else.     ",Alice’s Adventures in Wonderland by Lewis Carroll
64,en,64,sound,"She waited for some time without hearing anything more: at last came a rumbling of little cartwheels, and the {word} of a good many voices all talking together: she made out the words: ‘Where’s the other",Alice’s Adventures in Wonderland by Lewis Carroll
65,en,65,inside,"First, because I’m on the same side of the door as you are; secondly, because they’re making such a noise {word}, no one could possibly hear you.’",Alice’s Adventures in Wonderland by Lewis Carroll
66,en,66,shall,"‘But then,’ thought Alice, ‘{word} I NEVER get any older than I am now?",Alice’s Adventures in Wonderland by Lewis Carroll
67,en,67,think,"‘Yes, I {word} you’d better leave off,’ said the Gryphon: and Alice was only too glad to do so.  ",Alice’s Adventures in Wonderland by Lewis Carroll
68,en,68,spread,"‘How cheerfully he seems to grin, How neatly {word} his claws, And welcome little fishes in With gently smiling jaws!’  ",Alice’s Adventures in Wonderland by Lewis Carroll
69,en,69,hanging,"She was close behind it when she turned the corner, but the Rabbit was no longer to be seen: she found herself in a long, low hall, which was lit up by a row of lamps {word} from the roof.  ",Alice’s Adventures in Wonderland by Lewis Carroll
70,en,70,curly,"A little bright-eyed terrier, you know, with oh, such long {word} brown hair!",Alice’s Adventures in Wonderland by Lewis Carroll
71,en,71,shaking,"he said, turning to Alice: he had taken his watch out of his pocket, and was looking at it uneasily, {word} it every now and then, and holding it to his ear.  ",Alice’s Adventures in Wonderland by Lewis Carroll
72,en,72,justice,"Alice had never been in a court of {word} before, but she had read about them in books, and she was quite pleased to find that she knew the name of nearly everything there.",Alice’s Adventures in Wonderland by Lewis Carroll
73,en,73,jumped,"‘Well, I’d hardly finished the first verse,’ said the Hatter, ‘when the Queen {word} up and bawled out, “He’s murdering the time!",Alice’s Adventures in Wonderland by Lewis Carroll
74,en,74,worse,"The Hatter was the only one who got any advantage from the change: and Alice was a good deal {word} off than before, as the March Hare had just upset the milk-jug into his plate.  ",Alice’s Adventures in Wonderland by Lewis Carroll
75,en,75,caught,"Alice {word} the baby with some difficulty, as it was a queer-shaped little creature, and held out its arms and legs in all directions, ‘just like a star-fish,’ thought Alice.",Alice’s Adventures in Wonderland by Lewis Carroll
76,en,76,arguments,"The moment Alice appeared, she was appealed to by all three to settle the question, and they repeated their {word} to her, though, as they all spoke at once, she found it very hard indeed to make out exactly what they said.  ",Alice’s Adventures in Wonderland by Lewis Carroll
77,en,77,swallow,"Her chin was pressed so closely against her foot, that there was hardly room to open her mouth; but she did it at last, and managed to {word} a morsel of the lefthand bit.   ",Alice’s Adventures in Wonderland by Lewis Carroll
78,en,78,lovely,": she was now only ten inches high, and her face brightened up at the thought that she was now the right size for going through the little door into that {word} garden.",Alice’s Adventures in Wonderland by Lewis Carroll
79,en,79,shiny,"‘I mean, what makes them so {word}?’  ",Alice’s Adventures in Wonderland by Lewis Carroll
80,en,80,busily,The twelve jurors were all writing very {word} on slates.,Alice’s Adventures in Wonderland by Lewis Carroll
81,en,81,great,"‘You ought to be ashamed of yourself,’ said Alice, ‘a {word} girl like you,’ (she might well say this), ‘to go on crying in this way!",Alice’s Adventures in Wonderland by Lewis Carroll
82,en,82,shriek,"‘And just as I’d taken the highest tree in the wood,’ continued the Pigeon, raising its voice to a {word}, ‘and just as I was thinking I should be free of them at last, they must needs come wriggling down from the sky!",Alice’s Adventures in Wonderland by Lewis Carroll
83,en,83,gravely,"Alice felt a little irritated at the Caterpillar’s making such VERY short remarks, and she drew herself up and said, very {word}, ‘I think, you ought to tell me who YOU are, first.’  ",Alice’s Adventures in Wonderland by Lewis Carroll
84,en,84,suppose,"‘I shall be punished for it now, I {word}, by being drowned in my own tears!",Alice’s Adventures in Wonderland by Lewis Carroll
85,en,85,opening,"cried Alice (she was so much surprised, that for the moment she quite forgot how to speak good English); ‘now I’m {word} out like the largest telescope that ever was!",Alice’s Adventures in Wonderland by Lewis Carroll
86,en,86,sharing,"‘Go on with the next verse,’ the Gryphon repeated impatiently: ‘it begins “I passed by his garden.”’  Alice did not dare to disobey, though she felt sure it would all come wrong, and she went on in a trembling voice:--  ‘I passed by his garden, and marked, with one eye, How the Owl and the Panther were {word} a pie--’  ",Alice’s Adventures in Wonderland by Lewis Carroll
87,en,87,manner,"Next came the guests, mostly Kings and Queens, and among them Alice recognised the White Rabbit: it was talking in a hurried nervous {word}, smiling at everything that was said, and went by without noticing her.",Alice’s Adventures in Wonderland by Lewis Carroll
88,en,88,conclusion,"The chief difficulty Alice found at first was in managing her flamingo: she succeeded in getting its body tucked away, comfortably enough, under her arm, with its legs hanging down, but generally, just as she had got its neck nicely straightened out, and was going to give the hedgehog a blow with its head, it WOULD twist itself round and look up in her face, with such a puzzled expression that she could not help bursting out laughing: and when she had got its head down, and was going to begin again, it was very provoking to find that the hedgehog had unrolled itself, and was in the act of crawling away: besides all this, there was generally a ridge or furrow in the way wherever she wanted to send the hedgehog to, and, as the doubled-up soldiers were always getting up and walking off to other parts of the ground, Alice soon came to the {word} that it was a very difficult game indeed.  ",Alice’s Adventures in Wonderland by Lewis Carroll
89,en,89,picked,said Alice as she {word} her way through the wood.,Alice’s Adventures in Wonderland by Lewis Carroll
90,en,90,pleased,"‘Well, then,’ the Cat went on, ‘you see, a dog growls when it’s angry, and wags its tail when it’s {word}.",Alice’s Adventures in Wonderland by Lewis Carroll
91,en,91,labelled,"She took down a jar from one of the shelves as she passed; it was {word} ‘ORANGE MARMALADE’, but to her great disappointment it was empty: she did not like to drop the jar for fear of killing somebody, so managed to put it into one of the cupboards as she fell past it.  ",Alice’s Adventures in Wonderland by Lewis Carroll
92,en,92,little,"This time there were TWO {word} shrieks, and more sounds of broken glass.",Alice’s Adventures in Wonderland by Lewis Carroll
93,en,93,noise,"And certainly there was a most extraordinary {word} going on within--a constant howling and sneezing, and every now and then a great crash, as if a dish or kettle had been broken to pieces.  ",Alice’s Adventures in Wonderland by Lewis Carroll
94,en,94,appeared,"While she was looking at the place where it had been, it suddenly {word} again.  ",Alice’s Adventures in Wonderland by Lewis Carroll
95,en,95,delighted,"As there seemed to be no chance of getting her hands up to her head, she tried to get her head down to them, and was {word} to find that her neck would bend about easily in any direction, like a serpent.",Alice’s Adventures in Wonderland by Lewis Carroll
96,en,96,business,"‘If everybody minded their own {word},’ the Duchess said in a hoarse growl, ‘the world would go round a deal faster than it does.’  ",Alice’s Adventures in Wonderland by Lewis Carroll
97,en,97,poured,"‘The Dormouse is asleep again,’ said the Hatter, and he {word} a little hot tea upon its nose.  ",Alice’s Adventures in Wonderland by Lewis Carroll
98,en,98,answered,Alice panted as she ran; but the Gryphon only {word} ‘Come on!’,Alice’s Adventures in Wonderland by Lewis Carroll
99,en,99,sitting,"said the Dormouse, who was {word} next to her.",Alice’s Adventures in Wonderland by Lewis Carroll
100,en,100,sobbing,"from the Gryphon, and the constant heavy {word} of the Mock Turtle.",Alice’s Adventures in Wonderland by Lewis Carroll
101,en,101,cried,they {word} out when they saw Alice coming.,Alice’s Adventures in Wonderland by Lewis Carroll
102,en,102,looked,"The Mouse {word} at her rather inquisitively, and seemed to her to wink with one of its little eyes, but it said nothing.  ",Alice’s Adventures in Wonderland by Lewis Carroll
103,en,103,thought,{word} Alice.,Alice’s Adventures in Wonderland by Lewis Carroll
104,en,104,opposite,"When the procession came {word} to Alice, they all stopped and looked at her, and the Queen said severely ‘Who is this?’",Alice’s Adventures in Wonderland by Lewis Carroll
105,en,105,stingy,"I only wish people knew that: then they wouldn’t be so {word} about it, you know--’  ",Alice’s Adventures in Wonderland by Lewis Carroll
106,en,106,lobsters,See how eagerly the {word} and the turtles all advance!,Alice’s Adventures in Wonderland by Lewis Carroll
107,en,107,indignantly,said Alice {word}.  ,Alice’s Adventures in Wonderland by Lewis Carroll
108,en,108,afraid,"Alice knew it was the Rabbit coming to look for her, and she trembled till she shook the house, quite forgetting that she was now about a thousand times as large as the Rabbit, and had no reason to be {word} of it.  ",Alice’s Adventures in Wonderland by Lewis Carroll
109,en,109,heart,"They had not gone far before they saw the Mock Turtle in the distance, sitting sad and lonely on a little ledge of rock, and, as they came nearer, Alice could hear him sighing as if his {word} would break.",Alice’s Adventures in Wonderland by Lewis Carroll
110,en,110,looked,"This piece of rudeness was more than Alice could bear: she got up in great disgust, and walked off; the Dormouse fell asleep instantly, and neither of the others took the least notice of her going, though she {word} back once or twice, half hoping that they would call after her: the last time she saw them, they were trying to put the Dormouse into the teapot.  ",Alice’s Adventures in Wonderland by Lewis Carroll
111,en,111,heads,"cried Alice, with a sudden burst of tears, ‘I do wish they WOULD put their {word} down!",Alice’s Adventures in Wonderland by Lewis Carroll
112,en,112,beginning,"They were just {word} to write this down on their slates, when the White Rabbit interrupted: ‘UNimportant, your Majesty means, of course,’ he said in a very respectful tone, but frowning and making faces at him as he spoke.  ",Alice’s Adventures in Wonderland by Lewis Carroll
113,en,113,repeat,"“’ and she crossed her hands on her lap as if she were saying lessons, and began to {word} it, but her voice sounded hoarse and strange, and the words did not come the same as they used to do:--  ",Alice’s Adventures in Wonderland by Lewis Carroll
114,en,114,listen,"At last the Mouse, who seemed to be a person of authority among them, called out, ‘Sit down, all of you, and {word} to me!",Alice’s Adventures in Wonderland by Lewis Carroll
115,en,115,wrong,"‘It is {word} from beginning to end,’ said the Caterpillar decidedly, and there was silence for some minutes.  ",Alice’s Adventures in Wonderland by Lewis Carroll
116,en,116,finger,"(The unfortunate little Bill had left off writing on his slate with one {word}, as he found it made no mark; but he now hastily began again, using the ink, that was trickling down his face, as long as it lasted.)  ",Alice’s Adventures in Wonderland by Lewis Carroll
117,en,117,slowly,"‘Let’s go on with the game,’ the Queen said to Alice; and Alice was too much frightened to say a word, but {word} followed her back to the croquet-ground.  ",Alice’s Adventures in Wonderland by Lewis Carroll
118,en,118,slate,"Here, Bill! catch hold of this rope--Will the roof bear?--Mind that loose {word}--",Alice’s Adventures in Wonderland by Lewis Carroll
119,en,119,birds,Some of the {word} hurried off at once:,Alice’s Adventures in Wonderland by Lewis Carroll
120,en,120,bough,when she was a little startled by seeing the Cheshire Cat sitting on a {word} of a tree a few yards off.  ,Alice’s Adventures in Wonderland by Lewis Carroll
121,en,121,talking,"‘I haven’t the least idea what you’re {word} about,’ said Alice.  ",Alice’s Adventures in Wonderland by Lewis Carroll
122,en,122,moment,"At this {word} the door of the house opened, and a large plate came skimming out, straight at the Footman’s head: it just grazed his nose, and broke to pieces against one of the trees behind him.  ",Alice’s Adventures in Wonderland by Lewis Carroll
123,en,123,verses,"‘All right, so far,’ said the King, and he went on muttering over the {word} to himself: ‘",Alice’s Adventures in Wonderland by Lewis Carroll
124,en,124,truthful,"‘I HAVE tasted eggs, certainly,’ said Alice, who was a very {word} child; ‘but little girls eat eggs quite as much as serpents do, you know.’  ",Alice’s Adventures in Wonderland by Lewis Carroll
125,en,125,blasts,"‘Call the first witness,’ said the King; and the White Rabbit blew three {word} on the trumpet, and called out, ‘First witness!’  ",Alice’s Adventures in Wonderland by Lewis Carroll
126,en,126,hearth,"The only things in the kitchen that did not sneeze, were the cook, and a large cat which was sitting on the {word} and grinning from ear to ear.  ",Alice’s Adventures in Wonderland by Lewis Carroll
127,en,127,silence,"The poor little thing sobbed again (or grunted, it was impossible to say which), and they went on for some while in {word}.  ",Alice’s Adventures in Wonderland by Lewis Carroll
128,en,128,leaves,"At this the whole pack rose up into the air, and came flying down upon her: she gave a little scream, half of fright and half of anger, and tried to beat them off, and found herself lying on the bank, with her head in the lap of her sister, who was gently brushing away some dead {word} that had fluttered down from the trees upon her face.  ",Alice’s Adventures in Wonderland by Lewis Carroll
129,en,129,severely,"When the procession came opposite to Alice, they all stopped and looked at her, and the Queen said {word} ‘Who is this?’",Alice’s Adventures in Wonderland by Lewis Carroll
130,en,130,people,How funny it’ll seem to come out among the {word} that walk with their heads downward!,Alice’s Adventures in Wonderland by Lewis Carroll
131,en,131,great,"It was the White Rabbit returning, splendidly dressed, with a pair of white kid gloves in one hand and a large fan in the other: he came trotting along in a {word} hurry, muttering to himself as he came, ‘Oh!",Alice’s Adventures in Wonderland by Lewis Carroll
132,en,132,tarts,"why, that must be what he did with the {word}, you know--",Alice’s Adventures in Wonderland by Lewis Carroll
133,en,133,grave,"‘The trial cannot proceed,’ said the King in a very {word} voice, ‘until all the jurymen are back in their proper places--ALL,’ he repeated with great emphasis, looking hard at Alice as he said do.  ",Alice’s Adventures in Wonderland by Lewis Carroll
134,en,134,puzzled,"The chief difficulty Alice found at first was in managing her flamingo: she succeeded in getting its body tucked away, comfortably enough, under her arm, with its legs hanging down, but generally, just as she had got its neck nicely straightened out, and was going to give the hedgehog a blow with its head, it WOULD twist itself round and look up in her face, with such a {word} expression that she could not help bursting out laughing: and when she had got its head down, and was going to begin again, it was very provoking to find that the hedgehog had unrolled itself, and was in the act of crawling away: besides all this, there was generally a ridge or furrow in the way wherever she wanted to send the hedgehog to, and, as the doubled-up soldiers were always getting up and walking off to other parts of the ground, Alice soon came to the conclusion that it was a very difficult game indeed.  ",Alice’s Adventures in Wonderland by Lewis Carroll
135,en,135,flock,"And the moral of that is--“Birds of a feather {word} together.”’  ‘Only mustard isn’t a bird,’ Alice remarked.  ",Alice’s Adventures in Wonderland by Lewis Carroll
136,en,136,table,"said the King triumphantly, pointing to the tarts on the {word}.",Alice’s Adventures in Wonderland by Lewis Carroll
137,en,137,mistake,"And Alice was so much frightened that she ran off at once in the direction it pointed to, without trying to explain the {word} it had made.  ",Alice’s Adventures in Wonderland by Lewis Carroll
138,en,138,taught,"the Mock Turtle replied, counting off the subjects on his flappers, ‘--Mystery, ancient and modern, with Seaography: then Drawling--the Drawling-master was an old conger-eel, that used to come once a week: HE {word} us Drawling, Stretching, and Fainting in Coils.’  ",Alice’s Adventures in Wonderland by Lewis Carroll
139,en,139,house,"Alice knew it was the Rabbit coming to look for her, and she trembled till she shook the {word}, quite forgetting that she was now about a thousand times as large as the Rabbit, and had no reason to be afraid of it.  ",Alice’s Adventures in Wonderland by Lewis Carroll
140,en,140,listening,"Alice glanced rather anxiously at the cook, to see if she meant to take the hint; but the cook was busily stirring the soup, and seemed not to be {word}, so she went on again: ‘Twenty-four hours, I THINK; or is it twelve?",Alice’s Adventures in Wonderland by Lewis Carroll
141,en,141,course,of {word} you know what “it” means.’  ,Alice’s Adventures in Wonderland by Lewis Carroll
142,en,142,shriek,"So she sat on, with closed eyes, and half believed herself in Wonderland, though she knew she had but to open them again, and all would change to dull reality--the grass would be only rustling in the wind, and the pool rippling to the waving of the reeds--the rattling teacups would change to tinkling sheep-bells, and the Queen’s shrill cries to the voice of the shepherd boy--and the sneeze of the baby, the {word} of the Gryphon, and all the other queer noises, would change (she knew) to the confused clamour of the busy farm-yard--while the lowing of the cattle in the distance would take the place of the Mock Turtle’s heavy sobs.  ",Alice’s Adventures in Wonderland by Lewis Carroll
143,en,143,beginning,"Alice was {word} very angrily, but the Hatter and the March Hare went ‘Sh! sh!’",Alice’s Adventures in Wonderland by Lewis Carroll
144,en,144,appeared,"They all made a rush at Alice the moment she {word}; but she ran off as hard as she could, and soon found herself safe in a thick wood.  ",Alice’s Adventures in Wonderland by Lewis Carroll
145,en,145,splashing,"Just then she heard something {word} about in the pool a little way off, and she swam nearer to make out what it was: at first she thought it must be a walrus or hippopotamus, but",Alice’s Adventures in Wonderland by Lewis Carroll
146,en,146,suppressed,"Here the other guinea-pig cheered, and was {word}.  ",Alice’s Adventures in Wonderland by Lewis Carroll
147,en,147,thing,And she began fancying the sort of {word} that would happen: ‘“Miss Alice!,Alice’s Adventures in Wonderland by Lewis Carroll
148,en,148,found,"She had just succeeded in curving it down into a graceful zigzag, and was going to dive in among the leaves, which she {word} to be nothing but the tops of the trees under which she had been wandering, when a sharp hiss made her draw back in a hurry: a large pigeon had flown into her face, and was beating her violently with its wings.  ",Alice’s Adventures in Wonderland by Lewis Carroll
149,en,149,pocket,"When the pie was all finished, the Owl, as a boon, Was kindly permitted to {word} the spoon: While the Panther received knife and fork with a growl, And concluded the banquet--]  ",Alice’s Adventures in Wonderland by Lewis Carroll
150,en,150,disappeared,"For some minutes the whole court was in confusion, getting the Dormouse turned out, and, by the time they had settled down again, the cook had {word}.  ",Alice’s Adventures in Wonderland by Lewis Carroll
151,en,151,locks,"either the {word} were too large, or the key was too small, but at any rate it would not open any of them.",Alice’s Adventures in Wonderland by Lewis Carroll
